Flight_id,Airline,Flight_Number,Route,Departure_Airport,Arrival_Airport,Departure_Time,Arrival_Time,FlightDuration_minutes,Delay_Minutes,Early_minutes,Late_Minute,Cancelled,Cancellation_Reason,Passenger_Count,Ticket_Price,Aircraft_Type,Distance_km,On_Time_Percent,Class,Loyalty_Member,Baggage_Allowance,Fuel_Surcharge,Gate,Terminal,Crew_Size
1693,Kenya Airways,6512,CDG - AMS,CDG,AMS,2022-05-03 0:19,2022-05-03 5:26,307,-61,61,0,No,,145,335.73,A350,1457,87.11,UNKNOWN,No,2pc,34.28,O6,T2,7
1694,Ethiopian Airlines,6507,CDG - FRA,CDG,FRA,2025-06-09 18:17,2025-06-10 1:20,423,32,0,32,No,,16,693.95,B737,5845,UNKNOWN,Economy,Yes,1pc,13.61,P48,T4,4
1695,Lufthansa,1276,LOS - ATL,LOS,ATL,2020-06-27 4:55,2020-06-27 11:15,380,48,0,48,No,,165,705.08,A350,11059,92.86,First,No,1pc,48.37,R13,T3,7
1696,United Airlines,8748,DXB - AMS,DXB,AMS,2020-08-21 3:28,2020-08-21 15:00,692,6,0,6,No,Technical,290,411.55,B777,3499,81.94,Economy,UNKNOWN,2pc,20.42,O7,T1,9
1697,South African Airways,4737,JFK - CDG,JFK,CDG,2025-09-16 7:05,2025-09-16 12:50,345,0,0,0,No,,34,490.39,B777,563,100,Business,No,2pc,49.19,G16,T2,6
1698,Emirates,4726,SIN - DOH,SIN,DOH,2025-06-03 16:22,2025-06-03 19:50,208,26,0,26,No,,292,169.91,A350,8054,80.58,Economy,Yes,23kg,28.42,I32,T3,6
1699,American Airlines,3296,NBO - ORD,NBO,ORD,2023-06-16 1:13,2023-06-16 3:36,143,1,0,1,No,,114,277.84,A320,472,100,Economy,Yes,No,26.56,Y15,T3,15
1700,United Airlines,9078,AMS - AMS,AMS,AMS,2023-02-02 18:26,2023-02-03 2:11,465,44,0,44,No,,141,604.45,A350,7839,85.42,First,No,20kg,33.99,C5,T2,12
1702,South African Airways,2244,DXB - JFK,DXB,JFK,2021-05-12 1:28,2021-05-12 10:07,519,52,0,52,No,,148,572.51,CRJ900,13272,UNKNOWN,Business,Yes,-,28.91,I40,T1,12
1703,Turkish Airlines,5398,FRA - DOH,FRA,DOH,2020-04-06 18:00,2020-04-07 4:09,609,0,0,0,No,,209,500.32,CRJ900,1910,100,Economy,Yes,1pc,33.75,T38,T1,15
1704,Turkish Airlines,9609,SIN - LOS,SIN,LOS,2021-03-19 14:24,2021-03-19 23:43,559,-35,35,0,No,,64,115.46,CRJ900,10324,66.1,Economy,Yes,1pc,45.38,W7,T3,9
1705,Lufthansa,986,ATL - AMS,ATL,AMS,2025-03-02 15:55,2025-03-03 1:23,568,-2,2,0,No,,240,287.60,B777,895,100,Business,Yes,20kg,18.09,O50,T2,10
1706,Turkish Airlines,5081,SIN - ATL,SIN,ATL,2025-10-07 17:58,2025-10-08 5:51,713,-61,61,0,No,,52,478.84,A320,13240,78.52,Economy,No,20kg,35.8,N25,UNKNOWN,14
1707,Turkish Airlines,7596,LOS - AMS,LOS,AMS,2023-09-23 8:32,2023-09-23 17:32,540,0,0,0,No,,68,152.85,CRJ900,4975,UNKNOWN,Economy,Yes,1pc,28.96,L21,T1,4
1708,Turkish Airlines,2781,ATL - AMS,ATL,AMS,2020-04-18 2:47,2020-04-18 5:40,173,0,0,0,No,,96,311.98,A380,11758,UNKNOWN,Economy,Yes,2pc,30.33,V19,UNKNOWN,9
1709,Emirates,UNKNOWN,ATL - AMS,ATL,AMS,2021-01-27 4:23,2021-01-27 15:00,637,20,0,20,No,,119,500.43,B777,8832,97.99,Economy,No,20kg,39.72,W25,T1,10
1710,Turkish Airlines,2353,FRA - DOH,FRA,DOH,2020-07-27 21:16,2020-07-28 4:16,420,24,0,24,No,,126,236.37,A350,11603,64.5,Economy,Yes,No,24.89,I35,T1,11
1711,Emirates,7339,IST - ATL,IST,ATL,2022-01-03 5:05,2022-01-03 11:45,400,27,0,27,No,,28,180.71,A350,8329,37.66,Economy,Yes,23kg,31.68,M1,T3,15
1712,Emirates,8004,ATL - NBO,ATL,NBO,2025-06-27 10:49,2025-06-27 19:17,508,15,0,15,No,,208,10.15,B737,8660,94.76,Economy,No,23kg,40.9,J44,T1,4
1713,Delta Airlines,2472,IST - JFK,IST,JFK,2023-01-30 3:54,2023-01-30 11:40,466,12,0,12,No,,121,504.64,A350,574,100,Economy,No,No,17.8,C6,T4,18
1714,Qatar Airways,3536,ORD - LAX,ORD,LAX,2023-04-04 11:41,2023-04-04 15:56,255,-2,2,0,No,,103,175.42,A350,1440,100,Economy,Yes,2pc,23.87,A22,T4,9
1715,American Airlines,3673,IST - LHR,IST,LHR,2024-10-28 8:49,2024-10-28 17:34,525,-50,50,0,No,,190,353.57,A380,6080,100,First,Yes,20kg,28.56,D29,T4,17
1716,Ethiopian Airlines,3305,DOH - SIN,DOH,SIN,2020-04-10 14:49,2020-04-10 20:59,370,-15,15,0,No,,99,305.16,A350,1217,96.68,Business,Yes,2pc,38.14,L21,UNKNOWN,8
1717,South African Airways,249,CDG - ATL,CDG,ATL,2025-02-22 23:08,2025-02-23 4:29,321,50,0,50,No,,188,216.68,A350,8647,90.38,First,Yes,23kg,274.9,I28,UNKNOWN,9
1718,Air France,6034,LOS - DOH,LOS,DOH,2021-04-21 17:10,2021-04-22 1:08,478,78,0,78,No,,241,517.54,A320,11845,79.65,Economy,Yes,1pc,30.83,C1,T2,16
1719,British Airways,UNKNOWN,ATL - FRA,ATL,FRA,2023-10-29 20:39,2023-10-30 0:01,202,76,0,76,No,,299,550.87,A320,10641,79.4,Economy,No,No,26.61,I1,T3,7
1720,Singapore Airlines,2518,IST - LAX,IST,LAX,2023-02-26 13:07,2023-02-26 19:48,401,18,0,18,No,,277,210.81,A320,13335,99.21,Business,Yes,23kg,44.73,I22,T3,UNKNOWN
1721,Air France,7097,SIN - NBO,SIN,NBO,2023-10-11 6:30,2023-10-11 9:10,160,97,0,97,No,,292,550.28,CRJ900,4111,95.46,First,No,UNKNOWN,26.07,O27,UNKNOWN,13
1722,Ethiopian Airlines,2856,SIN - ATL,SIN,ATL,2020-08-26 20:59,2020-08-27 2:02,303,-54,54,0,No,,202,258.53,A380,4740,100,Economy,No,1pc,16.35,D29,T3,4
1724,Singapore Airlines,7863,NBO - SIN,NBO,SIN,2023-02-14 1:46,2023-02-14 12:06,620,34,0,34,No,,61,179.85,A380,3138,100,Economy,Yes,No,25.26,K17,UNKNOWN,19
1725,KLM,3043,LHR - LHR,LHR,LHR,2023-05-21 15:34,2023-05-21 17:15,101,16,0,16,No,,206,320.38,A350,10131,81.82,First,Yes,20kg,16.4,K32,T2,9
1726,Air France,2022,CDG - NBO,CDG,NBO,2025-07-11 2:45,2025-07-11 10:53,488,13,0,13,No,,268,185.19,B777,2640,89.68,First,No,1pc,29.78,A5,T3,8
1727,United Airlines,8544,LAX - IST,LAX,IST,2022-05-15 20:36,2022-05-16 0:13,217,63,0,63,No,,250,552.92,B737,10077,72.29,Economy,No,1pc,25.48,L40,UNKNOWN,13
1728,United Airlines,5645,LOS - IST,LOS,IST,2022-02-14 12:23,2022-02-14 16:58,275,22,0,22,No,,286,506.34,A350,10777,100,Business,Yes,No,45.63,P4,T3,8
1729,Emirates,9822,IST - DXB,IST,DXB,2020-12-18 11:20,2020-12-18 20:01,521,40,0,40,No,,250,517.71,B777,12387,79.77,First,Yes,20kg,26.48,V25,T4,19
1730,Emirates,7207,ORD - NBO,ORD,NBO,2020-03-21 12:14,2020-03-21 15:27,193,3,0,3,No,,166,514.93,A350,4320,100,First,Yes,23kg,20.9,R27,UNKNOWN,7
1732,KLM,6719,FRA - DOH,FRA,DOH,2024-03-30 11:24,2024-03-30 12:30,66,33,0,33,No,,258,229.26,B777,4678,87.7,Economy,No,No,21.43,O19,UNKNOWN,12
1734,Delta Airlines,656,LOS - IST,LOS,IST,2023-04-17 7:52,2023-04-17 10:04,132,-4,4,0,No,,74,371.60,B737,1624,95.8,Business,Yes,1pc,23.07,W8,T4,15
1735,Lufthansa,2046,AMS - ORD,AMS,ORD,2024-10-11 1:21,2024-10-11 8:59,458,10,0,10,No,,243,55.91,A380,8522,85.21,Business,No,20kg,54.15,Y2,T2,8
1736,KLM,4046,LAX - CDG,LAX,CDG,2020-12-31 20:53,2021-01-01 4:37,464,-36,36,0,No,,97,393.39,A350,3619,84.04,First,Yes,23kg,18.5,P16,T1,17
1737,Emirates,6598,ORD - AMS,ORD,AMS,2022-03-24 7:29,2022-03-24 18:06,637,-18,18,0,No,,238,480.96,B737,UNKNOWN,100,First,No,20kg,UNKNOWN,I48,UNKNOWN,18
1739,Kenya Airways,5059,LHR - ATL,LHR,ATL,2023-10-18 12:32,2023-10-18 21:17,525,20,0,20,No,,126,162.43,CRJ900,8329,100,Economy,No,1pc,29.24,P8,T4,18
1740,Emirates,9867,CDG - SIN,CDG,SIN,2021-10-28 15:31,2021-10-28 19:56,265,47,0,47,No,,24,727.34,A320,9376,100,Economy,No,1pc,36.6,C42,T3,19
1741,South African Airways,2926,JFK - LOS,JFK,LOS,2025-03-16 0:52,2025-03-16 6:17,325,-9,9,0,No,,240,49.88,A320,8734,86.37,Economy,UNKNOWN,2pc,24.46,S18,UNKNOWN,11
1743,Singapore Airlines,4609,ATL - AMS,ATL,AMS,2021-02-25 16:38,2021-02-25 19:12,154,34,0,34,No,,126,139.37,B737,12533,97.86,Economy,Yes,1pc,36.9,UNKNOWN,T3,6
1744,Turkish Airlines,7392,IST - DXB,IST,DXB,2020-08-18 1:43,2020-08-18 4:32,169,57,0,57,No,,223,419.41,A350,11807,100,Business,Yes,20kg,38.22,H27,T3,18
1745,Air France,6118,DXB - IST,DXB,IST,2023-11-05 10:44,2023-11-05 17:19,395,16,0,16,No,,197,342.68,A350,5239,100,Economy,Yes,No,26.97,V45,T2,8
1746,Ethiopian Airlines,290,DXB - IST,DXB,IST,2021-06-20 10:11,2021-06-20 15:08,297,47,0,47,No,,210,123.99,A320,2570,100,Economy,No,23kg,17.52,D22,T1,17
1747,Qatar Airways,2066,DXB - DXB,DXB,DXB,2023-10-14 21:53,2023-10-15 5:13,440,18,0,18,No,,13,523.01,CRJ900,14676,89.8,First,No,2pc,45,R16,T1,9
1748,Air France,1453,DXB - ORD,DXB,ORD,2025-10-19 16:19,2025-10-20 1:21,542,24,0,24,No,,255,209.82,A320,587,78.6,First,Yes,1pc,45.3,K24,UNKNOWN,12
1749,Emirates,2099,IST - AMS,IST,AMS,2022-09-19 22:11,2022-09-19 23:35,84,-24,24,0,No,,291,436.52,A350,7701,100,Economy,No,2pc,33.68,A12,T3,4
1750,KLM,8115,IST - IST,IST,IST,2025-09-05 21:44,2025-09-06 9:36,712,108,0,108,No,,255,321.35,CRJ900,13352,100,Business,Yes,20kg,25.16,D5,T4,9
1751,KLM,8451,AMS - DOH,AMS,DOH,2022-12-15 9:54,2022-12-15 12:50,176,1,0,1,No,,257,383.86,B777,UNKNOWN,100,Economy,No,23kg,33.93,I37,T3,6
1752,South African Airways,3785,CDG - JFK,CDG,JFK,2020-07-20 18:12,2020-07-21 3:13,541,40,0,40,No,,166,309.10,CRJ900,3843,100,First,Yes,23kg,41.51,C41,T3,14
1753,Delta Airlines,477,IST - JFK,IST,JFK,2024-09-04 18:45,2024-09-05 2:16,451,14,0,14,No,,171,632.61,A350,8823,94.24,BUSINESS,Yes,2pc,30.82,S10,T4,8
1754,Turkish Airlines,9714,LAX - AMS,LAX,AMS,2024-08-11 11:13,2024-08-11 21:09,596,0,0,0,No,,5,164.99,B777,14030,86.57,Business,No,UNKNOWN,22.62,S21,T4,11
1755,Ethiopian Airlines,9487,IST - NBO,IST,NBO,2022-06-21 2:58,2022-06-21 5:16,138,-34,34,0,No,,28,257.04,A320,2377,100,Economy,Yes,23kg,12.12,P12,T4,8
1756,Singapore Airlines,9481,FRA - ATL,FRA,ATL,2022-07-20 22:23,2022-07-21 9:02,639,-60,60,0,No,,149,446.23,B737,950,93.35,First,No,1pc,25.76,K22,T2,10
1757,KLM,7956,FRA - DXB,FRA,DXB,2021-05-04 8:26,2021-05-04 12:18,232,44,0,44,No,,142,152.42,B737,13647,86.7,Business,No,20kg,38.08,Q10,T2,14
1758,Ethiopian Airlines,4584,LOS - JFK,LOS,JFK,2025-06-04 6:21,2025-06-04 7:32,71,76,0,76,No,,186,143.56,B777,3476,79.52,First,Yes,2pc,19.9,O24,UNKNOWN,6
1759,Qatar Airways,1649,LOS - ORD,LOS,ORD,2021-06-24 21:09,2021-06-25 0:16,187,-14,14,0,No,,23,377.55,A320,9945,87.66,First,No,No,36.81,W22,T1,18
1760,KLM,9813,LHR - ORD,LHR,ORD,2023-01-28 2:48,2023-01-28 13:55,667,-51,51,0,No,,227,523.47,B777,6025,85.04,Business,No,23kg,30.28,B43,T1,10
1761,Ethiopian Airlines,6390,ATL - SIN,ATL,SIN,2021-11-27 16:40,2021-11-28 4:32,712,-22,22,0,No,,204,368.35,A320,11231,100,Business,No,23kg,6.61,A39,T4,5
1762,Turkish Airlines,8032,DOH - LOS,DOH,LOS,2021-01-12 1:26,2021-01-12 11:28,602,-11,11,0,No,,80,215.57,B777,1175,100,Business,Yes,20kg,15.8,W10,UNKNOWN,5
1763,Turkish Airlines,7205,JFK - SIN,JFK,SIN,2021-09-16 10:10,2021-09-16 20:01,591,39,0,39,No,,13,405.13,A320,10855,100,Economy,No,23kg,25.37,G43,UNKNOWN,10
1765,British Airways,9462,NBO - LOS,NBO,LOS,2022-01-05 12:19,2022-01-05 20:45,506,-18,18,0,No,,8,402.37,A320,13348,100,Economy,No,No,22.46,F21,T2,9
1766,Kenya Airways,2151,LAX - JFK,LAX,JFK,2024-03-14 20:56,2024-03-15 4:25,449,38,0,38,No,,226,596.83,B737,1109,75.72,Business,Yes,20kg,28.73,O13,UNKNOWN,19
1767,Ethiopian Airlines,1729,FRA - SIN,FRA,SIN,2020-03-22 15:52,2020-03-22 17:34,102,41,0,41,No,,118,147.17,B737,7462,100,Economy,No,-,UNKNOWN,UNKNOWN,T4,6
1768,Delta Airlines,1140,LAX - NBO,LAX,NBO,2024-09-17 6:49,2024-09-17 9:58,189,20,0,20,No,,75,569.07,B737,7209,75.42,Business,Yes,2pc,38.6,D45,T1,9
1769,British Airways,8906,NBO - IST,NBO,IST,2024-11-13 0:05,2024-11-13 2:04,119,35,0,35,No,,207,55.40,A350,7527,72.72,Business,Yes,No,23.58,L46,T4,11
1770,American Airlines,3129,IST - FRA,IST,FRA,2023-02-20 4:00,2023-02-20 12:46,526,32,0,32,No,,182,242.12,A350,7514,100,Business,No,1pc,41.79,K14,T2,14
1771,Air France,6740,FRA - FRA,FRA,FRA,2023-12-23 4:18,2023-12-23 10:04,346,16,0,16,No,,75,203.69,B737,14407,87.54,First,UNKNOWN,20kg,43.31,D43,UNKNOWN,15
1772,Singapore Airlines,6551,ATL - CDG,ATL,CDG,2021-02-07 4:26,2021-02-07 13:12,526,38,0,38,No,,264,312.57,CRJ900,5673,100,Business,No,2pc,29.14,G28,T4,10
1773,Delta Airlines,9210,NBO - DOH,NBO,DOH,2025-03-16 6:10,2025-03-16 12:54,404,-3,3,0,No,,81,499.26,A320,209,89.34,Business,Yes,23kg,35.59,UNKNOWN,T3,20
1774,Emirates,8888,DXB - SIN,DXB,SIN,2020-09-24 20:41,2020-09-25 8:22,701,-2,2,0,No,,176,381.27,B737,766,77.79,Economy,No,1pc,13.74,S33,T3,15
1775,British Airways,8784,SIN - JFK,SIN,JFK,2020-07-23 6:32,2020-07-23 13:53,441,-7,7,0,No,,148,509.92,A350,12935,98.93,Economy,Yes,1pc,UNKNOWN,A13,T4,7
1776,British Airways,8104,DXB - LOS,DXB,LOS,2022-08-18 22:23,2022-08-19 3:35,312,40,0,40,No,,197,588.39,CRJ900,5456,85.06,First,Yes,23kg,21.51,Q16,T1,16
1777,KLM,1147,CDG - DOH,CDG,DOH,2023-05-22 0:57,2023-05-22 2:52,115,-9,9,0,No,,121,272.87,A320,3314,100,Business,No,1pc,27.21,B46,T2,4
1778,British Airways,8930,AMS - SIN,AMS,SIN,2023-06-30 7:06,2023-06-30 9:28,142,22,0,22,No,,155,307.49,UNKNOWN,8132,93.97,First,UNKNOWN,1pc,13.79,N11,T2,11
1779,British Airways,3499,ATL - DOH,ATL,DOH,2024-11-21 3:41,2024-11-21 7:09,208,0,0,0,No,,179,459.08,A380,14131,100,First,No,No,UNKNOWN,T12,UNKNOWN,14
1780,South African Airways,2022,AMS - FRA,AMS,FRA,2020-08-17 3:15,2020-08-17 9:43,388,46,0,46,No,,217,291.90,A320,10637,57.62,First,Yes,2pc,12.61,N42,T4,11
1781,Kenya Airways,3060,CDG - FRA,CDG,FRA,2021-01-24 9:02,2021-01-24 12:37,215,-32,32,0,No,,255,334.22,A380,10559,100,Economy,Yes,None,44.19,G21,T1,19
1782,Delta Airlines,9915,DOH - LOS,DOH,LOS,2022-09-11 23:17,2022-09-12 3:26,249,10,0,10,No,,61,308.96,A350,14826,86.58,Business,Yes,23kg,31.18,G29,UNKNOWN,UNKNOWN
1783,Emirates,3048,DOH - LOS,DOH,LOS,2025-06-18 16:14,2025-06-19 1:27,553,54,0,54,No,,34,304.42,UNKNOWN,13609,94.28,Business,Yes,1pc,44.13,W1,T3,10
1785,Air France,9188,ORD - LAX,ORD,LAX,2023-10-30 0:31,2023-10-30 2:50,139,31,0,31,No,,226,259.96,B777,11881,92.63,First,No,20kg,23.44,O7,T4,16
1786,Lufthansa,5249,AMS - DXB,AMS,DXB,2025-10-14 0:36,2025-10-14 11:44,668,-55,55,0,No,,104,564.57,A350,10887,77.59,Business,Yes,No,27.04,N47,UNKNOWN,16
1787,South African Airways,2115,LOS - CDG,LOS,CDG,2024-05-26 9:09,2024-05-26 14:28,319,19,0,19,No,,299,291.30,CRJ900,3803,93.26,First,Yes,No,17.59,Y37,T4,5
1788,Singapore Airlines,741,LAX - DOH,LAX,DOH,2022-12-06 8:53,2022-12-06 20:07,674,-18,18,0,No,,282,426.71,A320,6630,85.02,Business,Yes,No,35.61,G11,T4,7
1789,Lufthansa,2210,DOH - DOH,DOH,DOH,2021-02-02 17:19,2021-02-03 3:30,611,-31,31,0,No,,226,172.10,A320,14267,100,Business,Yes,1pc,14.08,P12,UNKNOWN,16
1790,Air France,9522,LOS - LHR,LOS,LHR,2024-09-08 20:09,2024-09-08 22:49,160,15,0,15,No,,84,261.06,B777,7611,92.76,First,No,1pc,44.42,Z46,T3,6
1791,United Airlines,3478,SIN - ATL,SIN,ATL,2025-06-10 18:29,2025-06-11 1:27,418,0,0,0,No,,142,103.49,B737,3623,84.08,Business,No,23kg,31.84,J4,T4,14
1792,KLM,2741,JFK - ATL,JFK,ATL,2024-12-31 4:30,2024-12-31 11:49,439,-62,62,0,No,,161,720.89,B777,3759,100,Economy,No,23kg,21.1,M8,T3,9
1793,Lufthansa,1538,CDG - DOH,CDG,DOH,2021-07-19 8:09,2021-07-19 12:49,280,-11,11,0,No,,283,625.09,A380,6574,88.79,Economy,Yes,No,41.45,L27,UNKNOWN,5
1794,Turkish Airlines,9315,JFK - ORD,JFK,ORD,2021-02-04 21:23,2021-02-05 5:22,479,117,0,117,No,,46,469.09,A320,1313,92.52,Business,No,23kg,41.63,Y29,T3,UNKNOWN
1795,Ethiopian Airlines,673,FRA - DXB,FRA,DXB,2024-04-11 8:14,2024-04-11 16:15,481,-20,20,0,No,,235,504.06,A380,3161,87.49,Business,No,2pc,52.75,K27,UNKNOWN,4
1796,British Airways,1486,DOH - JFK,DOH,JFK,2020-06-21 3:52,2020-06-21 8:42,290,71,0,71,No,,17,315.60,A350,4348,82.8,First,Yes,2pc,52.52,V31,UNKNOWN,13
1797,United Airlines,2143,LAX - LAX,LAX,LAX,2021-01-20 18:07,2021-01-20 20:09,122,-24,24,0,No,,259,424.50,A380,7929,94.07,Economy,No,20kg,-,H41,T3,18
1798,Singapore Airlines,4991,DOH - DOH,DOH,DOH,2021-04-20 9:39,2021-04-20 21:06,687,-30,30,0,No,,155,173.94,A380,1585,81.57,Economy,No,1pc,43.09,D11,UNKNOWN,20
1799,Kenya Airways,6056,LOS - LAX,LOS,LAX,2022-08-02 21:10,2022-08-03 7:43,633,25,0,25,No,,3,115.44,A320,6037,100,Economy,No,No,18.65,Y3,T1,8
1800,Air France,9019,ATL - LAX,ATL,LAX,2021-05-26 13:43,2021-05-26 22:45,542,69,0,69,No,,253,431.22,B777,12725,85.34,Business,Yes,No,32.87,W19,T3,15
1801,American Airlines,2911,FRA - LOS,FRA,LOS,2021-05-18 5:07,2021-05-18 14:45,578,-24,24,0,No,,168,232.63,B737,13769,72.27,Economy,Yes,1pc,23.18,UNKNOWN,T2,6
1802,Ethiopian Airlines,7031,ORD - DXB,ORD,DXB,2022-09-29 11:19,2022-09-29 14:53,214,-67,67,0,No,,161,101.98,A380,1726,75.24,Economy,No,1pc,21.77,Q12,T4,7
1803,British Airways,101,JFK - CDG,JFK,CDG,2021-12-01 12:16,2021-12-01 14:47,151,58,0,58,No,,102,101.41,B737,13814,89.59,Economy,No,No,31.22,Q19,T1,8
1805,South African Airways,856,IST - NBO,IST,NBO,2022-06-01 12:10,2022-06-01 23:07,657,-64,64,0,No,,186,365.59,CRJ900,3868,100,First,Yes,1pc,33.44,H47,T4,16
1806,Turkish Airlines,8610,LAX - SIN,LAX,SIN,2020-09-02 0:13,2020-09-02 11:57,704,33,0,33,No,,100,751.04,B777,2654,82.88,Business,Yes,23kg,27.49,P30,T1,12
1807,Ethiopian Airlines,4907,FRA - NBO,FRA,NBO,2022-02-17 14:29,2022-02-17 23:58,569,24,0,24,No,,200,308.47,A380,10289,100,Business,Yes,23kg,43.98,Q32,T2,5
1808,British Airways,UNKNOWN,LOS - NBO,LOS,NBO,2021-09-01 21:19,2021-09-02 1:21,242,-16,16,0,No,,173,405.63,CRJ900,5377,77.06,First,Yes,20kg,41.63,G41,T2,7
1809,United Airlines,7389,IST - FRA,IST,FRA,2025-05-27 1:17,2025-05-27 8:42,445,0,0,0,No,,244,24.82,A320,7355,95.77,Business,Yes,1pc,21.44,N15,T4,12
1810,KLM,9554,LOS - FRA,LOS,FRA,2022-05-02 16:33,2022-05-03 0:17,464,54,0,54,No,,223,416.84,A380,11812,98.33,Economy,Yes,No,35.36,R30,UNKNOWN,10
1811,Qatar Airways,8135,DOH - LAX,DOH,LAX,2021-01-23 21:22,2021-01-24 2:27,305,22,0,22,No,,267,74.95,B737,1254,90.62,First,No,2pc,27.82,X22,T2,UNKNOWN
1812,Air France,5227,LAX - ORD,LAX,ORD,2025-04-25 21:02,2025-04-26 7:52,650,0,0,0,No,,111,163.20,A380,UNKNOWN,86.17,Economy,No,23kg,24.88,Q13,T4,11
1813,Delta Airlines,8663,FRA - LOS,FRA,LOS,2022-07-29 20:14,2022-07-30 8:03,709,25,0,25,No,,189,447.83,UNKNOWN,4709,UNKNOWN,Economy,Yes,No,18.52,E7,T2,8
1814,United Airlines,5869,DOH - ORD,DOH,ORD,2025-03-23 23:05,2025-03-24 7:55,530,-9,9,0,No,,17,240.73,CRJ900,8528,70.51,Economy,No,20kg,17.82,J21,T3,15
1815,Air France,8918,AMS - DOH,AMS,DOH,2024-07-15 11:00,2024-07-15 19:02,482,-17,17,0,No,,232,329.49,CRJ900,14633,89.27,Economy,Yes,23kg,11.73,O24,UNKNOWN,6
1816,Turkish Airlines,8465,LHR - ORD,LHR,ORD,2020-10-17 6:31,2020-10-17 8:35,124,0,0,0,No,,12,458.16,A350,12804,100,Economy,Yes,No,30.21,B43,T4,9
1817,Ethiopian Airlines,3538,IST - NBO,IST,NBO,2024-04-10 10:34,2024-04-10 11:46,72,-83,83,0,No,,178,757.37,B777,13219,70.42,Business,No,No,9.4,A26,T4,19
1820,American Airlines,3984,LOS - DXB,LOS,DXB,2025-01-12 16:26,2025-01-13 1:38,552,-20,20,0,No,,23,41.75,A320,2760,97.36,Economy,No,2pc,44.93,C32,T1,17
1821,Lufthansa,701,ORD - ATL,ORD,ATL,2024-12-09 0:08,2024-12-09 4:40,272,-45,45,0,No,,209,379.67,B777,11659,89.83,First,No,23kg,18.52,F50,T3,20
1822,Qatar Airways,3181,ORD - CDG,ORD,CDG,2021-04-24 1:33,2021-04-24 8:10,397,32,0,32,No,,212,283.18,A350,4532,100,First,No,23kg,36.1,N18,T3,15
1823,Ethiopian Airlines,2421,FRA - CDG,FRA,CDG,2021-06-15 21:38,2021-06-16 1:30,232,39,0,39,No,,229,243.51,B777,10891,100,Economy,Yes,1pc,26.9,I36,UNKNOWN,9
1824,Kenya Airways,5010,ATL - ATL,ATL,ATL,2025-08-08 14:40,2025-08-08 18:23,223,-8,8,0,No,,93,481.61,A350,4166,90.32,Economy,Yes,23kg,24.84,M35,T1,14
1825,Ethiopian Airlines,3626,LHR - CDG,LHR,CDG,2025-04-24 4:32,2025-04-24 13:16,524,1,0,1,No,,33,307.08,CRJ900,7025,100,Economy,No,2pc,31.55,M26,T3,17
1826,South African Airways,2298,DXB - SIN,DXB,SIN,2025-02-23 2:25,2025-02-23 11:41,556,25,0,25,No,,65,54.99,B777,5143,69.81,Economy,Yes,20kg,23.45,T35,T4,12
1827,United Airlines,9965,JFK - AMS,JFK,AMS,2022-11-14 22:44,2022-11-15 6:18,454,8,0,8,Yes,,273,32.33,UNKNOWN,9140,98.26,First,No,2pc,29.16,E10,T4,19
1829,Ethiopian Airlines,3639,NBO - LAX,NBO,LAX,2020-05-07 23:40,2020-05-08 3:42,242,112,0,112,No,,162,22.55,A350,1431,64.92,Business,No,23kg,-,H23,T1,16
1830,American Airlines,9795,IST - LOS,IST,LOS,2020-03-29 3:40,2020-03-29 15:08,688,-53,53,0,No,,198,499.76,B777,7468,UNKNOWN,Business,No,23kg,43.77,Q43,T1,18
1831,American Airlines,5982,FRA - DOH,FRA,DOH,2020-09-09 8:24,2020-09-09 17:53,569,64,0,64,No,,280,374.95,A380,8842,49.25,First,Yes,20kg,24.01,K1,T1,15
1832,American Airlines,4644,LHR - LOS,LHR,LOS,2020-05-21 5:52,2020-05-21 15:57,605,19,0,19,No,,124,315.94,A350,2853,100,Business,No,20kg,27.3,D27,T3,11
1834,Air France,7014,DOH - SIN,DOH,SIN,2024-11-26 23:10,2024-11-27 10:33,683,43,0,43,No,,230,452.95,B737,7566,82.72,Business,Yes,2pc,28.19,Y41,T3,4
1835,Kenya Airways,1318,LAX - CDG,LAX,CDG,2022-04-02 6:10,2022-04-02 17:03,653,17,0,17,No,,14,114.50,A350,11360,89.58,First,Yes,20kg,37.14,F37,T2,11
1836,Qatar Airways,9108,IST - CDG,IST,CDG,2025-07-15 23:46,2025-07-16 4:32,286,0,0,0,No,,93,358.46,A320,6125,95.43,Economy,Yes,No,39.02,H26,UNKNOWN,12
1837,American Airlines,4277,DXB - AMS,DXB,AMS,2021-10-16 23:00,2021-10-17 7:15,495,45,0,45,No,,247,122.10,A380,12399,71.32,UNKNOWN,No,1pc,40.19,M34,UNKNOWN,12
1838,British Airways,4370,IST - SIN,IST,SIN,2024-11-12 13:38,2024-11-12 21:39,481,0,0,0,No,,266,382.73,A350,8317,83,First,Yes,1pc,30.88,E7,T4,5
1839,Ethiopian Airlines,6355,LOS - SIN,LOS,SIN,2023-07-18 6:57,2023-07-18 17:10,613,-15,15,0,No,,170,479.30,A350,7967,100,First,No,2pc,18.37,M7,UNKNOWN,8
1840,KLM,2775,CDG - AMS,CDG,AMS,2025-04-04 9:30,2025-04-04 10:50,80,47,0,47,No,,114,383.19,A320,3525,100,Business,Yes,2pc,28.32,I32,T2,20
